"Date","Open","High","Low","Close","Volume","Adj.Close"
2000-01-03,0.93638402223587,1.00446403026581,0.907923996448517,0.999441981315613,535796800,0.843076586723328
2000-01-04,0.966517984867096,0.987722992897034,0.903460025787354,0.915179014205933,512377600,0.771996557712555
2000-01-05,0.926338970661163,0.987164974212646,0.919642984867096,0.928570985794067,778321600,0.783293485641479
2000-01-06,0.947544991970062,0.955357015132904,0.848213970661163,0.848213970661163,767972800,0.715508699417114
2000-01-07,0.861607015132904,0.901786029338837,0.852679014205933,0.888392984867096,460734400,0.749401450157166
2000-01-10,0.910713970661163,0.912945985794067,0.845982015132904,0.872767984867096,505064000,0.736220836639404
2000-01-11,0.856585025787354,0.887277007102966,0.808036029338837,0.828125,441548800,0.698562383651733
2000-01-12,0.848213970661163,0.852679014205933,0.772320985794067,0.778460025787354,976068800,0.656667947769165
2000-01-13,0.843609988689423,0.881695985794067,0.825892984867096,0.863838970661163,1032684800,0.728689014911652
2000-01-14,0.892857015132904,0.912945985794067,0.887277007102966,0.896763026714325,390376000,0.756461918354034
2000-01-18,0.901786029338837,0.946429014205933,0.896763026714325,0.928013026714325,459177600,0.782822787761688
2000-01-19,0.943080008029938,0.970982015132904,0.92299097776413,0.951451003551483,597643200,0.80259370803833
2000-01-20,1.03125,1.08482098579407,1.01339304447174,1.01339304447174,1831132800,0.854844987392426
2000-01-21,1.02008903026581,1.02008903026581,0.983816981315613,0.993861973285675,495924800,0.83836954832077
2000-01-24,0.968191981315613,1.00669598579407,0.93861597776413,0.948661029338837,440876800,0.800240397453308
2000-01-25,0.9375,1.01004505157471,0.914062976837158,1.00223195552826,497145600,0.84542989730835
2000-01-26,0.982142984867096,1.01953101158142,0.979911029338837,0.983816981315613,367158400,0.829895973205566
2000-01-27,0.971539974212646,1.00892901420593,0.955357015132904,0.982142984867096,340144000,0.828483879566193
2000-01-28,0.965960025787354,0.989955008029938,0.898437976837158,0.90736597776413,423348800,0.76540619134903
2000-01-31,0.901786029338837,0.927455008029938,0.84375,0.926338970661163,701680000,0.781410753726959
2000-02-01,0.928570985794067,0.9375,0.892857015132904,0.895088970661163,318035200,0.755049705505371
2000-02-02,0.899554014205933,0.911830008029938,0.866070985794067,0.882254004478455,464195200,0.74422287940979
2000-02-03,0.895646989345551,0.930804014205933,0.895088970661163,0.922433018684387,475193600,0.778115808963776
