"Date","Open","High","Low","Close","Volume","Adj.Close"
2000-01-03,4.07499980926514,4.47812509536743,3.95234394073486,4.46875,322352000,4.46875
2000-01-04,4.26875019073486,4.57499980926514,4.08750009536743,4.09687519073486,349748000,4.09687519073486
2000-01-05,3.52500009536743,3.75624990463257,3.40000009536743,3.48749995231628,769148000,3.48749995231628
2000-01-06,3.56562495231628,3.63437509536743,3.20000004768372,3.27812504768372,375040000,3.27812504768372
2000-01-07,3.34999990463257,3.52500009536743,3.30937504768372,3.47812509536743,210108000,3.47812509536743
2000-01-10,3.62812495231628,3.63124990463257,3.27812504768372,3.45937490463257,295158000,3.45937490463257
2000-01-11,3.34375,3.5,3.25,3.33750009536743,210654000,3.33750009536743
2000-01-12,3.39374995231628,3.40000009536743,3.15000009536743,3.17812490463257,216090000,3.17812490463257
2000-01-13,3.24687504768372,3.359375,3.15625,3.296875,208962000,3.296875
2000-01-14,3.33750009536743,3.43125009536743,3.20000004768372,3.21250009536743,137072000,3.21250009536743
2000-01-18,3.171875,3.25937509536743,3.15000009536743,3.20624995231628,107698000,3.20624995231628
2000-01-19,3.20624995231628,3.375,3.15000009536743,3.34062504768372,164910000,3.34062504768372
2000-01-20,3.34687495231628,3.34999990463257,3.19687509536743,3.23749995231628,119560000,3.23749995231628
2000-01-21,3.23125004768372,3.23125004768372,3,3.10312509536743,229238000,3.10312509536743
2000-01-24,3.37812495231628,3.66875004768372,3.375,3.50624990463257,583404000,3.50624990463257
2000-01-25,3.5,3.5625,3.29999995231628,3.46250009536743,188682000,3.46250009536743
2000-01-26,3.43125009536743,3.5,3.23749995231628,3.24062490463257,131160000,3.24062490463257
2000-01-27,3.25937509536743,3.38750004768372,3.23125004768372,3.34687495231628,135680000,3.34687495231628
2000-01-28,3.25,3.32187509536743,3,3.08437490463257,275558000,3.08437490463257
2000-01-31,3.01874995231628,3.23749995231628,2.921875,3.22812509536743,213958000,3.22812509536743
2000-02-01,3.375,3.53125,3.21875,3.37187504768372,268092000,3.37187504768372
